asset_id,entity_id,region,site_id,ownership,vendor_id,lease_id,book_value_cents
GPU-00135,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00136,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00137,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00138,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00139,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00140,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00141,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00142,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00143,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00144,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00145,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00146,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00147,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00148,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00149,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00150,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00151,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00152,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00153,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00154,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00155,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00156,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00157,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00158,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00159,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00160,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00161,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00162,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00163,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00164,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00165,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00166,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00167,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00168,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00169,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00170,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00171,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00172,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00173,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00174,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00175,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00176,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00177,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00178,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00179,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00180,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00181,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00182,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00183,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00184,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00185,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00186,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00187,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00188,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00189,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00190,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00191,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00192,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00193,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00194,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00195,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00196,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00197,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00198,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00199,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00200,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00201,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00202,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00203,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00204,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00205,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00206,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00207,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00208,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00209,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00210,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00211,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00212,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00213,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00214,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00215,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00216,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00217,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00218,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00219,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00220,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00221,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00222,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00223,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00224,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00225,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00226,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00227,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00228,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00229,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00230,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00231,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00232,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00233,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00234,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00235,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00236,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00237,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00238,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00239,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00240,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00241,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00242,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00243,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00244,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00245,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00246,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00247,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00248,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00249,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00250,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00251,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00252,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00253,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00254,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00255,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00256,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00257,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00258,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00259,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00260,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00261,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00262,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00263,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00264,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00265,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00266,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00267,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00268,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00269,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00270,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00271,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00272,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00273,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00274,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00275,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00276,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00277,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00278,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00279,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00280,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00281,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00282,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00283,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00284,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00285,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00286,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00287,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00288,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00289,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00290,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00291,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00292,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00293,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00294,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00295,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00296,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00297,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00298,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00299,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00300,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00301,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00302,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00303,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00304,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00305,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00306,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00307,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00308,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00309,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00310,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00311,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00312,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00313,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00314,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00315,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00316,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00317,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00318,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00319,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00320,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00321,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00322,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00323,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00324,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00325,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00326,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00327,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00328,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00329,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00330,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00331,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00332,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00333,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00334,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00335,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00336,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00337,ENT-03,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00338,ENT-04,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00339,ENT-05,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00340,ENT-06,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00341,ENT-02,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00342,ENT-03,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00343,ENT-04,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00344,ENT-05,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00345,ENT-06,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00346,ENT-02,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00347,ENT-03,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00348,ENT-04,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00349,ENT-05,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00350,ENT-06,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00351,ENT-02,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00352,ENT-03,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00353,ENT-04,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00354,ENT-05,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00355,ENT-06,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00356,ENT-02,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00357,ENT-03,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00358,ENT-04,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00359,ENT-05,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00360,ENT-06,REG-3,COLO-2,owned,VEN-01,,3906250
GPU-00361,ENT-02,REG-1,COLO-1,owned,VEN-01,,3906250
GPU-00362,ENT-03,REG-2,COLO-2,owned,VEN-01,,3906250
GPU-00363,ENT-04,REG-3,COLO-1,owned,VEN-01,,3906250
GPU-00364,ENT-05,REG-1,COLO-2,owned,VEN-01,,3906250
GPU-00365,ENT-06,REG-2,COLO-1,owned,VEN-01,,3906250
GPU-00366,ENT-02,REG-3,COLO-2,owned,VEN-01,,3906250
