invoice_id,period,customer_id,contract_id,kind,amount_cents,recognized_cents,collected_cents
INV-01-0041,2023-09,CUS-0041,CTR-0041,recurring,1442886,1442886,1442886
INV-01-0042,2023-09,CUS-0042,CTR-0042,recurring,1442886,1442886,1442886
INV-01-0043,2023-09,CUS-0043,CTR-0043,recurring,1442886,1442886,1442886
INV-01-0044,2023-09,CUS-0044,CTR-0044,recurring,1442886,1442886,1442886
INV-01-0045,2023-09,CUS-0045,CTR-0045,recurring,1442886,1442886,1442886
INV-01-0046,2023-09,CUS-0046,CTR-0046,recurring,1442886,1442886,1442886
INV-01-0047,2023-09,CUS-0047,CTR-0047,recurring,1442886,1442886,1442886
INV-01-0048,2023-09,CUS-0048,CTR-0048,recurring,1442886,1442886,1442886
INV-01-0049,2023-09,CUS-0049,CTR-0049,recurring,1442886,1442886,1442886
INV-01-0050,2023-09,CUS-0050,CTR-0050,recurring,1442886,1442886,1442886
INV-01-0051,2023-09,CUS-0051,CTR-0051,recurring,1442886,1442886,1442886
INV-01-0052,2023-09,CUS-0052,CTR-0052,recurring,1442886,1442886,1442886
INV-01-0053,2023-09,CUS-0053,CTR-0053,recurring,1442886,1442886,1442886
INV-01-0054,2023-09,CUS-0054,CTR-0054,recurring,1442886,1442886,1442886
INV-01-0055,2023-09,CUS-0055,CTR-0055,recurring,1442886,1442886,1442886
INV-01-0056,2023-09,CUS-0056,CTR-0056,recurring,1442886,1442886,1442886
INV-01-0057,2023-09,CUS-0057,CTR-0057,recurring,1442886,1442886,1442886
INV-01-0058,2023-09,CUS-0058,CTR-0058,recurring,1442886,1442886,1442886
INV-01-0059,2023-09,CUS-0059,CTR-0059,recurring,1442886,1442886,1442886
INV-01-0060,2023-09,CUS-0060,CTR-0060,recurring,1442886,1442886,1442886
INV-01-0061,2023-09,CUS-0061,CTR-0061,recurring,1442886,1442886,1442886
INV-01-0062,2023-09,CUS-0062,CTR-0062,recurring,1442886,1442886,1442886
INV-01-0063,2023-09,CUS-0063,CTR-0063,recurring,1442886,1442886,1442886
INV-01-0064,2023-09,CUS-0064,CTR-0064,recurring,1442886,1442886,1442886
INV-01-0065,2023-09,CUS-0065,CTR-0065,recurring,1442886,1442886,1442886
INV-01-0066,2023-09,CUS-0066,CTR-0066,recurring,1442886,1442886,1442886
INV-01-0067,2023-09,CUS-0067,CTR-0067,recurring,1442886,1442886,1442886
INV-01-0068,2023-09,CUS-0068,CTR-0068,recurring,1442886,1442886,1442886
INV-01-0069,2023-09,CUS-0069,CTR-0069,recurring,1442886,1442886,1442886
INV-01-0070,2023-09,CUS-0070,CTR-0070,recurring,1442886,1442886,1442886
INV-01-0071,2023-09,CUS-0071,CTR-0071,recurring,1442886,1442886,1442886
INV-01-0072,2023-09,CUS-0072,CTR-0072,recurring,1442886,1442886,1442886
INV-01-0073,2023-09,CUS-0073,CTR-0073,recurring,1442886,1442886,1442886
INV-01-0074,2023-09,CUS-0074,CTR-0074,recurring,1442886,1442886,1442886
INV-01-0075,2023-09,CUS-0075,CTR-0075,recurring,1442886,1442886,1442886
INV-01-0076,2023-09,CUS-0076,CTR-0076,recurring,1442886,1442886,1442886
INV-01-0077,2023-09,CUS-0077,CTR-0077,recurring,1442886,1442886,1442886
INV-01-0078,2023-09,CUS-0078,CTR-0078,recurring,1442886,1442886,1442886
INV-01-0079,2023-09,CUS-0079,CTR-0079,recurring,1442886,1442886,1442886
INV-01-0080,2023-09,CUS-0080,CTR-0080,recurring,1442886,1442886,1442886
INV-01-0081,2023-09,CUS-0081,CTR-0081,recurring,1442886,1442886,1442886
INV-01-0082,2023-09,CUS-0082,CTR-0082,recurring,1442886,1442886,1442886
INV-01-0083,2023-09,CUS-0083,CTR-0083,recurring,1442886,1442886,1442886
INV-01-0084,2023-09,CUS-0084,CTR-0084,recurring,1442886,1442886,1442886
INV-01-0085,2023-09,CUS-0085,CTR-0085,recurring,1442886,1442886,1442886
INV-01-0086,2023-09,CUS-0086,CTR-0086,recurring,1442886,1442886,1442886
INV-01-0087,2023-09,CUS-0087,CTR-0087,recurring,1442886,1442886,1442886
INV-01-0088,2023-09,CUS-0088,CTR-0088,recurring,1442886,1442886,1442886
INV-01-0089,2023-09,CUS-0089,CTR-0089,recurring,1442886,1442886,1442886
INV-01-0090,2023-09,CUS-0090,CTR-0090,recurring,1442886,1442886,1442886
INV-01-0091,2023-09,CUS-0091,CTR-0091,recurring,1442886,1442886,1442886
INV-01-0092,2023-09,CUS-0092,CTR-0092,recurring,1442886,1442886,1442886
INV-01-0093,2023-09,CUS-0093,CTR-0093,recurring,1442886,1442886,1442886
INV-01-0094,2023-09,CUS-0094,CTR-0094,recurring,1442886,1442886,1442886
INV-01-0095,2023-09,CUS-0095,CTR-0095,recurring,1442886,1442886,1442886
INV-01-0096,2023-09,CUS-0096,CTR-0096,recurring,1442886,1442886,1442886
INV-01-0097,2023-09,CUS-0097,CTR-0097,recurring,1442886,1442886,1442886
INV-01-0098,2023-09,CUS-0098,CTR-0098,recurring,1442886,1442886,1442886
INV-01-0099,2023-09,CUS-0099,CTR-0099,recurring,1442886,1442886,1442886
INV-01-0100,2023-09,CUS-0100,CTR-0100,recurring,1442886,1442886,1442886
INV-01-0101,2023-09,CUS-0101,CTR-0101,recurring,1442886,1442886,1442886
INV-01-0102,2023-09,CUS-0102,CTR-0102,recurring,1442886,1442886,1442886
INV-01-0103,2023-09,CUS-0103,CTR-0103,recurring,1442886,1442886,1442886
INV-01-0104,2023-09,CUS-0104,CTR-0104,recurring,1442886,1442886,1442886
INV-01-0105,2023-09,CUS-0105,CTR-0105,recurring,1442886,1442886,1442886
INV-01-0106,2023-09,CUS-0106,CTR-0106,recurring,1442886,1442886,1442886
INV-01-0107,2023-09,CUS-0107,CTR-0107,recurring,1442886,1442886,1442886
INV-01-0108,2023-09,CUS-0108,CTR-0108,recurring,1442886,1442886,1442886
INV-01-0109,2023-09,CUS-0109,CTR-0109,recurring,1442886,1442886,1442886
INV-01-0110,2023-09,CUS-0110,CTR-0110,recurring,1442886,1442886,1442886
INV-01-0111,2023-09,CUS-0111,CTR-0111,recurring,1442886,1442886,1442886
INV-01-0112,2023-09,CUS-0112,CTR-0112,recurring,1442886,1442886,1442886
INV-01-0113,2023-09,CUS-0113,CTR-0113,recurring,1442886,1442886,1442886
INV-01-0114,2023-09,CUS-0114,CTR-0114,recurring,1442886,1442886,1442886
INV-01-0115,2023-09,CUS-0115,CTR-0115,recurring,1442886,1442886,1442886
INV-01-0116,2023-09,CUS-0116,CTR-0116,recurring,1442886,1442886,1442886
INV-01-0117,2023-09,CUS-0117,CTR-0117,recurring,1442886,1442886,1442886
INV-01-0118,2023-09,CUS-0118,CTR-0118,recurring,1442886,1442886,1442886
INV-01-0119,2023-09,CUS-0119,CTR-0119,recurring,1442886,1442886,1442886
INV-01-0120,2023-09,CUS-0120,CTR-0120,recurring,1442886,1442886,1442886
INV-01-0121,2023-09,CUS-0121,CTR-0121,recurring,1442886,1442886,1442886
INV-01-0122,2023-09,CUS-0122,CTR-0122,recurring,1442886,1442886,1442886
INV-01-0123,2023-09,CUS-0123,CTR-0123,recurring,1442886,1442886,1442886
INV-01-0124,2023-09,CUS-0124,CTR-0124,recurring,1442886,1442886,1442886
INV-01-0125,2023-09,CUS-0125,CTR-0125,recurring,1442886,1442886,1442886
INV-01-0126,2023-09,CUS-0126,CTR-0126,recurring,1442886,1442886,1442886
INV-01-0127,2023-09,CUS-0127,CTR-0127,recurring,1442886,1442886,1442886
INV-01-0128,2023-09,CUS-0128,CTR-0128,recurring,1442886,1442886,1442886
INV-01-0129,2023-09,CUS-0129,CTR-0129,recurring,1442886,1442886,1442886
INV-01-0130,2023-09,CUS-0130,CTR-0130,recurring,1442886,1442886,1442886
INV-01-0131,2023-09,CUS-0131,CTR-0131,recurring,1442886,1442886,1442886
INV-01-0132,2023-09,CUS-0132,CTR-0132,recurring,1442886,1442886,1442886
INV-01-0133,2023-09,CUS-0133,CTR-0133,recurring,1442886,1442886,1442886
INV-01-0134,2023-09,CUS-0134,CTR-0134,recurring,1442886,1442886,1442886
INV-01-0135,2023-09,CUS-0135,CTR-0135,recurring,1442886,1442886,1442886
INV-01-0136,2023-09,CUS-0136,CTR-0136,recurring,1442886,1442886,1442886
INV-01-0137,2023-09,CUS-0137,CTR-0137,recurring,1442886,1442886,1442886
INV-01-0138,2023-09,CUS-0138,CTR-0138,recurring,1442886,1442886,1442886
INV-01-0139,2023-09,CUS-0139,CTR-0139,recurring,1442886,1442886,1442886
INV-01-0140,2023-09,CUS-0140,CTR-0140,recurring,1442886,1442886,1442886
INV-01-0141,2023-09,CUS-0141,CTR-0141,recurring,1442886,1442886,1442886
INV-01-0142,2023-09,CUS-0142,CTR-0142,recurring,1442886,1442886,1442886
INV-01-0143,2023-09,CUS-0143,CTR-0143,recurring,1442886,1442886,1442886
INV-01-0144,2023-09,CUS-0144,CTR-0144,recurring,1442886,1442886,1442886
INV-01-0145,2023-09,CUS-0145,CTR-0145,recurring,1442886,1442886,1442886
INV-01-0146,2023-09,CUS-0146,CTR-0146,recurring,1442886,1442886,1442886
INV-01-0147,2023-09,CUS-0147,CTR-0147,recurring,1442886,1442886,1442886
INV-01-0148,2023-09,CUS-0148,CTR-0148,recurring,1442886,1442886,1442886
INV-01-0149,2023-09,CUS-0149,CTR-0149,recurring,1442886,1442886,1442886
INV-01-0150,2023-09,CUS-0150,CTR-0150,recurring,1442886,1442886,1442886
INV-01-0151,2023-09,CUS-0151,CTR-0151,recurring,1442886,1442886,1442886
INV-01-0152,2023-09,CUS-0152,CTR-0152,recurring,1442886,1442886,1442886
INV-01-0153,2023-09,CUS-0153,CTR-0153,recurring,1442886,1442886,1442886
INV-01-0154,2023-09,CUS-0154,CTR-0154,recurring,1442886,1442886,1442886
INV-01-0155,2023-09,CUS-0155,CTR-0155,recurring,1442886,1442886,1442886
INV-01-0156,2023-09,CUS-0156,CTR-0156,recurring,1442886,1442886,1442886
INV-01-0157,2023-09,CUS-0157,CTR-0157,recurring,1442886,1442886,1442886
INV-01-0158,2023-09,CUS-0158,CTR-0158,recurring,1442886,1442886,1442886
INV-01-0159,2023-09,CUS-0159,CTR-0159,recurring,1442886,1442886,1442886
INV-01-0160,2023-09,CUS-0160,CTR-0160,recurring,1442886,1442886,1442886
INV-01-0161,2023-09,CUS-0161,CTR-0161,recurring,1442886,1442886,1442886
INV-01-0162,2023-09,CUS-0162,CTR-0162,recurring,1442886,1442886,1442886
INV-01-0163,2023-09,CUS-0163,CTR-0163,recurring,1442886,1442886,1442886
INV-01-0164,2023-09,CUS-0164,CTR-0164,recurring,1442886,1442886,1442886
INV-01-0165,2023-09,CUS-0165,CTR-0165,recurring,1442886,1442886,1442886
INV-01-0166,2023-09,CUS-0166,CTR-0166,recurring,1442886,1442886,1442886
INV-01-0167,2023-09,CUS-0167,CTR-0167,recurring,1442886,1442886,1442886
INV-01-0168,2023-09,CUS-0168,CTR-0168,recurring,1442886,1442886,1442886
INV-01-0169,2023-09,CUS-0169,CTR-0169,recurring,1442886,1442886,1442886
INV-01-0170,2023-09,CUS-0170,CTR-0170,recurring,1442886,1442886,1442886
INV-01-0171,2023-09,CUS-0171,CTR-0171,recurring,1442886,1442886,1442886
INV-01-0172,2023-09,CUS-0172,CTR-0172,recurring,1442886,1442886,1442886
INV-01-0173,2023-09,CUS-0173,CTR-0173,recurring,1442886,1442886,1442886
INV-01-0174,2023-09,CUS-0174,CTR-0174,recurring,1442886,1442886,1442886
INV-01-0175,2023-09,CUS-0175,CTR-0175,recurring,1442886,1442886,1442886
INV-01-0176,2023-09,CUS-0176,CTR-0176,recurring,1442886,1442886,1442886
INV-01-0177,2023-09,CUS-0177,CTR-0177,recurring,1442886,1442886,1442886
INV-01-0178,2023-09,CUS-0178,CTR-0178,recurring,1442886,1442886,1442886
INV-01-0179,2023-09,CUS-0179,CTR-0179,recurring,1442886,1442886,1442886
INV-01-0180,2023-09,CUS-0180,CTR-0180,recurring,1442886,1442886,1442886
INV-01-0181,2023-09,CUS-0181,CTR-0181,recurring,1442886,1442886,1442886
INV-01-0182,2023-09,CUS-0182,CTR-0182,recurring,1442886,1442886,1442886
INV-01-0183,2023-09,CUS-0183,CTR-0183,recurring,1442886,1442886,1442886
INV-01-0184,2023-09,CUS-0184,CTR-0184,recurring,1442886,1442886,1442886
INV-01-0185,2023-09,CUS-0185,CTR-0185,recurring,1442886,1442886,1442886
INV-01-0186,2023-09,CUS-0186,CTR-0186,recurring,1442886,1442886,1442886
INV-01-0187,2023-09,CUS-0187,CTR-0187,recurring,1442886,1442886,1442886
INV-01-0188,2023-09,CUS-0188,CTR-0188,recurring,1442886,1442886,1442886
INV-01-0189,2023-09,CUS-0189,CTR-0189,recurring,1442886,1442886,1442886
INV-01-0190,2023-09,CUS-0190,CTR-0190,recurring,1442886,1442886,1442886
INV-01-0191,2023-09,CUS-0191,CTR-0191,recurring,1442886,1442886,1442886
INV-01-0192,2023-09,CUS-0192,CTR-0192,recurring,1442886,1442886,1442886
INV-01-0193,2023-09,CUS-0193,CTR-0193,recurring,1442886,1442886,1442886
INV-01-0194,2023-09,CUS-0194,CTR-0194,recurring,1442886,1442886,1442886
INV-01-0195,2023-09,CUS-0195,CTR-0195,recurring,1442886,1442886,1442886
INV-01-0196,2023-09,CUS-0196,CTR-0196,recurring,1442886,1442886,1442886
INV-01-0197,2023-09,CUS-0197,CTR-0197,recurring,1442886,1442886,1442886
INV-01-0198,2023-09,CUS-0198,CTR-0198,recurring,1442886,1442886,1442886
INV-01-0199,2023-09,CUS-0199,CTR-0199,recurring,1442886,1442886,1442886
INV-01-0200,2023-09,CUS-0200,CTR-0200,recurring,1442886,1442886,1442886
INV-01-0201,2023-09,CUS-0201,CTR-0201,recurring,1442886,1442886,1442886
INV-01-0202,2023-09,CUS-0202,CTR-0202,recurring,1442886,1442886,1442886
INV-01-0203,2023-09,CUS-0203,CTR-0203,recurring,1442886,1442886,1442886
INV-01-0204,2023-09,CUS-0204,CTR-0204,recurring,1442886,1442886,1442886
INV-01-0205,2023-09,CUS-0205,CTR-0205,recurring,1442886,1442886,1442886
INV-01-0206,2023-09,CUS-0206,CTR-0206,recurring,1442886,1442886,1442886
INV-01-0207,2023-09,CUS-0207,CTR-0207,recurring,1442886,1442886,1442886
INV-01-0208,2023-09,CUS-0208,CTR-0208,recurring,1442886,1442886,1442886
INV-01-0209,2023-09,CUS-0209,CTR-0209,recurring,1442886,1442886,1442886
INV-01-0210,2023-09,CUS-0210,CTR-0210,recurring,1442886,1442886,1442886
INV-01-0211,2023-09,CUS-0211,CTR-0211,recurring,1442886,1442886,1442886
INV-01-0212,2023-09,CUS-0212,CTR-0212,recurring,1442886,1442886,1442886
INV-01-0213,2023-09,CUS-0213,CTR-0213,recurring,1442886,1442886,1442886
INV-01-0214,2023-09,CUS-0214,CTR-0214,recurring,1442886,1442886,1442886
INV-01-0215,2023-09,CUS-0215,CTR-0215,recurring,1442886,1442886,1442886
INV-01-0216,2023-09,CUS-0216,CTR-0216,recurring,1442886,1442886,1442886
INV-01-0217,2023-09,CUS-0217,CTR-0217,recurring,1442886,1442886,1442886
INV-01-0218,2023-09,CUS-0218,CTR-0218,recurring,1442886,1442886,1442886
INV-01-0219,2023-09,CUS-0219,CTR-0219,recurring,1442886,1442886,1442886
INV-01-0220,2023-09,CUS-0220,CTR-0220,recurring,1442886,1442886,1442886
INV-01-0221,2023-09,CUS-0221,CTR-0221,recurring,1442886,1442886,1442886
INV-01-0222,2023-09,CUS-0222,CTR-0222,recurring,1442886,1442886,1442886
INV-01-0223,2023-09,CUS-0223,CTR-0223,recurring,1442886,1442886,1442886
INV-01-0224,2023-09,CUS-0224,CTR-0224,recurring,1442886,1442886,1442886
INV-01-0225,2023-09,CUS-0225,CTR-0225,recurring,1442886,1442886,1442886
INV-01-0226,2023-09,CUS-0226,CTR-0226,recurring,1442886,1442886,1442886
INV-01-0227,2023-09,CUS-0227,CTR-0227,recurring,1442886,1442886,1442886
INV-01-0228,2023-09,CUS-0228,CTR-0228,recurring,1442886,1442886,1442886
INV-01-0229,2023-09,CUS-0229,CTR-0229,recurring,1442886,1442886,1442886
INV-01-0230,2023-09,CUS-0230,CTR-0230,recurring,1442886,1442886,1442886
INV-01-0231,2023-09,CUS-0231,CTR-0231,recurring,1442886,1442886,1442886
INV-01-0232,2023-09,CUS-0232,CTR-0232,recurring,1442886,1442886,1442886
INV-01-0233,2023-09,CUS-0233,CTR-0233,recurring,1442886,1442886,1442886
INV-01-0234,2023-09,CUS-0234,CTR-0234,recurring,1442886,1442886,1442886
INV-01-0235,2023-09,CUS-0235,CTR-0235,recurring,1442886,1442886,1442886
INV-01-0236,2023-09,CUS-0236,CTR-0236,recurring,1442886,1442886,1442886
INV-01-0237,2023-09,CUS-0237,CTR-0237,recurring,1442886,1442886,1442886
INV-01-0238,2023-09,CUS-0238,CTR-0238,recurring,1442886,1442886,1442886
INV-01-0239,2023-09,CUS-0239,CTR-0239,recurring,1442886,1442886,1442886
INV-01-0240,2023-09,CUS-0240,CTR-0240,recurring,1442886,1442886,1442886
INV-01-0241,2023-09,CUS-0241,CTR-0241,recurring,1442886,1442886,1442886
INV-01-0242,2023-09,CUS-0242,CTR-0242,recurring,1442886,1442886,1442886
INV-01-0243,2023-09,CUS-0243,CTR-0243,recurring,1442886,1442886,1442886
INV-01-0244,2023-09,CUS-0244,CTR-0244,recurring,1442886,1442886,1442886
INV-01-0245,2023-09,CUS-0245,CTR-0245,recurring,1442886,1442886,1442886
INV-01-0246,2023-09,CUS-0246,CTR-0246,recurring,1442886,1442886,1442886
INV-01-0247,2023-09,CUS-0247,CTR-0247,recurring,1442886,1442886,1442886
INV-01-0248,2023-09,CUS-0248,CTR-0248,recurring,1442886,1442886,1442886
INV-01-0249,2023-09,CUS-0249,CTR-0249,recurring,1442886,1442886,1442886
INV-01-0250,2023-09,CUS-0250,CTR-0250,recurring,1442886,1442886,1442886
INV-01-0251,2023-09,CUS-0251,CTR-0251,recurring,1442886,1442886,1442886
INV-01-0252,2023-09,CUS-0252,CTR-0252,recurring,1442886,1442886,1442886
INV-01-0253,2023-09,CUS-0253,CTR-0253,recurring,1442886,1442886,1442886
INV-01-0254,2023-09,CUS-0254,CTR-0254,recurring,1442886,1442886,1442886
INV-01-0255,2023-09,CUS-0255,CTR-0255,recurring,1442886,1442886,1442886
INV-01-0256,2023-09,CUS-0256,CTR-0256,recurring,1442886,1442886,1442886
INV-01-0257,2023-09,CUS-0257,CTR-0257,recurring,1442886,1442886,1442886
INV-01-0258,2023-09,CUS-0258,CTR-0258,recurring,1442886,1442886,1442886
INV-01-0259,2023-09,CUS-0259,CTR-0259,recurring,1442886,1442886,1442886
INV-01-0260,2023-09,CUS-0260,CTR-0260,recurring,1442886,1442886,1442886
INV-01-0261,2023-09,CUS-0261,CTR-0261,recurring,1442886,1442886,1442886
INV-01-0262,2023-09,CUS-0262,CTR-0262,recurring,1442886,1442886,1442886
INV-01-0263,2023-09,CUS-0263,CTR-0263,recurring,1442886,1442886,1442886
INV-01-0264,2023-09,CUS-0264,CTR-0264,recurring,1442886,1442886,1442886
INV-01-0265,2023-09,CUS-0265,CTR-0265,recurring,1442886,1442886,1442886
INV-01-0266,2023-09,CUS-0266,CTR-0266,recurring,1442886,1442886,1442886
INV-01-0267,2023-09,CUS-0267,CTR-0267,recurring,1442886,1442886,1442886
INV-01-0268,2023-09,CUS-0268,CTR-0268,recurring,1442886,1442886,1442886
INV-01-0269,2023-09,CUS-0269,CTR-0269,recurring,1442886,1442886,1442886
INV-01-0270,2023-09,CUS-0270,CTR-0270,recurring,1442886,1442886,1442886
INV-01-0271,2023-09,CUS-0271,CTR-0271,recurring,1442886,1442886,1442886
INV-01-0272,2023-09,CUS-0272,CTR-0272,recurring,1442886,1442886,1442886
INV-01-0273,2023-09,CUS-0273,CTR-0273,recurring,1442886,1442886,1442886
INV-01-0274,2023-09,CUS-0274,CTR-0274,recurring,1442886,1442886,1442886
INV-01-0275,2023-09,CUS-0275,CTR-0275,recurring,1442886,1442886,1442886
INV-01-0276,2023-09,CUS-0276,CTR-0276,recurring,1442886,1442886,1442886
INV-01-0277,2023-09,CUS-0277,CTR-0277,recurring,1442886,1442886,1442886
INV-01-0278,2023-09,CUS-0278,CTR-0278,recurring,1442886,1442886,1442886
INV-01-0279,2023-09,CUS-0279,CTR-0279,recurring,1442886,1442886,1442886
INV-01-0280,2023-09,CUS-0280,CTR-0280,recurring,1442886,1442886,1442886
INV-01-0281,2023-09,CUS-0281,CTR-0281,recurring,1442886,1442886,1442886
INV-01-0282,2023-09,CUS-0282,CTR-0282,recurring,1442886,1442886,1442886
INV-01-0283,2023-09,CUS-0283,CTR-0283,recurring,1442886,1442886,1442886
INV-01-0284,2023-09,CUS-0284,CTR-0284,recurring,1442886,1442886,1442886
INV-01-0285,2023-09,CUS-0285,CTR-0285,recurring,1442886,1442886,1442886
INV-01-0286,2023-09,CUS-0286,CTR-0286,recurring,1442886,1442886,1442886
INV-01-0287,2023-09,CUS-0287,CTR-0287,recurring,1442886,1442886,1442886
INV-01-0288,2023-09,CUS-0288,CTR-0288,recurring,1442886,1442886,1442886
INV-01-0289,2023-09,CUS-0289,CTR-0289,recurring,1442886,1442886,1442886
INV-01-0290,2023-09,CUS-0290,CTR-0290,recurring,1442886,1442886,1442886
INV-01-0291,2023-09,CUS-0291,CTR-0291,recurring,1442886,1442886,1442886
INV-01-0292,2023-09,CUS-0292,CTR-0292,recurring,1442886,1442886,1442886
INV-01-0293,2023-09,CUS-0293,CTR-0293,recurring,1442886,1442886,1442886
INV-01-0294,2023-09,CUS-0294,CTR-0294,recurring,1442886,1442886,1442886
INV-01-0295,2023-09,CUS-0295,CTR-0295,recurring,1442886,1442886,1442886
INV-01-0296,2023-09,CUS-0296,CTR-0296,recurring,1442886,1442886,1442886
INV-01-0297,2023-09,CUS-0297,CTR-0297,recurring,1442886,1442886,1442886
INV-01-0298,2023-09,CUS-0298,CTR-0298,recurring,1442886,1442886,1442886
INV-01-0299,2023-09,CUS-0299,CTR-0299,recurring,1442886,1442886,1442886
INV-01-0300,2023-09,CUS-0300,CTR-0300,recurring,1442886,1442886,1442886
INV-01-0301,2023-09,CUS-0301,CTR-0301,recurring,1442886,1442886,1442886
INV-01-0302,2023-09,CUS-0302,CTR-0302,recurring,1442886,1442886,1442886
INV-01-0303,2023-09,CUS-0303,CTR-0303,recurring,1442886,1442886,1442886
INV-01-0304,2023-09,CUS-0304,CTR-0304,recurring,1442886,1442886,1442886
INV-01-0305,2023-09,CUS-0305,CTR-0305,recurring,1442886,1442886,1442886
INV-01-0306,2023-09,CUS-0306,CTR-0306,recurring,1442886,1442886,1442886
INV-01-0307,2023-09,CUS-0307,CTR-0307,recurring,1442886,1442886,1442886
INV-01-0308,2023-09,CUS-0308,CTR-0308,recurring,1442886,1442886,1442886
INV-01-0309,2023-09,CUS-0309,CTR-0309,recurring,1442886,1442886,1442886
INV-01-0310,2023-09,CUS-0310,CTR-0310,recurring,1442886,1442886,1442886
INV-01-0311,2023-09,CUS-0311,CTR-0311,recurring,1442885,1442885,1442885
INV-01-0312,2023-09,CUS-0312,CTR-0312,recurring,1442885,1442885,1442885
INV-01-0313,2023-09,CUS-0313,CTR-0313,recurring,1442885,1442885,1442885
INV-01-0314,2023-09,CUS-0314,CTR-0314,recurring,1442885,1442885,1442885
INV-01-0315,2023-09,CUS-0315,CTR-0315,recurring,1442885,1442885,1442885
INV-01-0316,2023-09,CUS-0316,CTR-0316,recurring,1442885,1442885,1442885
INV-01-0317,2023-09,CUS-0317,CTR-0317,recurring,1442885,1442885,1442885
INV-01-0318,2023-09,CUS-0318,CTR-0318,recurring,1442885,1442885,1442885
INV-01-0319,2023-09,CUS-0319,CTR-0319,recurring,1442885,1442885,1442885
INV-01-0320,2023-09,CUS-0320,CTR-0320,recurring,1442885,1442885,1442885
INV-01-0321,2023-09,CUS-0321,CTR-0321,recurring,1442885,1442885,1442885
INV-01-0322,2023-09,CUS-0322,CTR-0322,recurring,1442885,1442885,1442885
INV-01-0323,2023-09,CUS-0323,CTR-0323,recurring,1442885,1442885,1442885
